Document,Topic,Name,Representation,KeyBERT,MMR,Representative_Docs,Top_n_words,Probability,Representative_document
"me chupa un huevo si entrena piernas o no, solamente quería bardear al obeso ese. todo el rato criticando los cuerpos de los demás y cuando se leakeo una foto de él se largó a llorar",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.06956425792977461,False
"Sí, pero por periodos. Acordate de la entrevista que le hice a Giacomini. No se le conocen amigos en el tiempo, y Diego lo recomendó a empresas donde logró conseguir empleo después. Milei mismo dice que estaba obeso por desempleado y comer piza para darle lo bueno a Conan.",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.33138052289340025,False
"Me vi tan obesa y descuidada que me agarro un ataque. Ya le mande mensaje al gimnasio cerca del laburo para internarme ahi jajajaj no hay plata pero bueno, otra no me queda",9,9_ir_buen_pueden_cuerpo,"['ir', 'buen', 'pueden', 'cuerpo', 'bajar', 'forma', 'vas', 'sino', 'días', 'meses']","['dieta', 'grasa', 'salud', 'debería', 'cuerpo', 'capaz', 'además', 'meses', 'bastante', 'comiendo']","['pueden', 'cuerpo', 'bajar', 'meses', 'grasa', 'mayor', 'tiempo', 'dieta', '100', 'personal']","['pedirle al gobierno que solucione todos los quilombos que hay en tres meses es como ser  y querer tener el cuerpo marcado después de ir un mes al gimnasio.', 'el .no pueden estar así.tienen que estar en forma para correr .sino mira lo que pasa.', 'vos no entendes ni con un dibujito ni a las puteadas que las personas  no pueden correr, se hacen mierda las rodillas y el corazón, lo unico que pueden hacer es ir a levantar peso en maquinas, dieta y caminar 1-2hs. no es un  de corrección politica boluda']",ir - buen - pueden - cuerpo - bajar - forma - vas - sino - días - meses,0.19262648777484548,False
Confundiendo gordura con hinchazón el energumeno Moreno bate records de autobombo desde el fracaso persistente en cada elección.,20,20_grasa_panza_ve_realidad,"['grasa', 'panza', 've', 'realidad', 'forma', 'puedo', 'única', 'pedazo', 'ayuda', 'comida']","['grasa', 'gordito', 'dieta', 'comer', 'comida', 'salud', 'mucha', 'dejen', 'flaco', 'gusta']","['puedo', 'pedazo', 'comida', 'gordito', 'salud', 'amigo', 'milei', 'además', 'bajar', 'agua']","['en realidad la  es el exceso de grasa, no de peso. si haces fierros el imc te puede dar cualquier cosa sin estar .', ' en la primaria me decían cosas más inteligentes, encima de  sos retrasado. se ve que tanta grasa impide que pienses', 'lo último que ve la grasa antes de transformarse en adiposidad']",grasa - panza - ve - realidad - forma - puedo - única - pedazo - ayuda - comida,1.0,False
Mes de lucha contra la obesidad,14,14_salud_dia_10_año,"['salud', 'dia', '10', 'año', 'enfermedad', 'mil', 'argentina', 'gran', 'mayor', 'enfermedades']","['enfermedades', 'enfermedad', 'salud', 'sufre', 'año', 'importante', 'país', 'días', 'sociedad', 'tomar']","['salud', 'argentina', 'chicos', 'nota', 'trabajo', 'mañana', '50', 'sufre', 'país', 'cuestión']","['programa de salud escolar: sugerencias para combatir la  infantil en punta arenas', 'más de 1.000 millones de personas sufren de  en el mundo, una preocupante tendencia que afecta a países de todos los ingresos. la organización mundial de la salud alerta sobre la necesidad de abordar este problema global. descubre más en nuestro …', 'cada 4 de marzo celebramos el día mundial de la  para concientizar sobre el daño significativo. la  ha alcanzado proporciones epidémicas a nivel global. juntos, reflexionemos y trabajemos acciones que nos permitan combatir esta afección a la salud pública.']",salud - dia - 10 - año - enfermedad - mil - argentina - gran - mayor - enfermedades,0.15782824356138644,False
"La cirugía bariátrica es más eficaz para controlar los niveles de hipertensión (presión arterial alta) que la medicación antihipertensiva sola en personas con obesidad e hipertensión no controlada, según un estudio publicado en el Journal of the American College of Cardiology.",12,12_enfermedades_enfermedad_salud_bajo,"['enfermedades', 'enfermedad', 'salud', 'bajo', 'importante', 'alta', 'cambio', 'además', 'mayor', 'etc']","['enfermedades', 'enfermedad', 'salud', 'dieta', 'sufre', 'importante', 'etc', '50', 'morbida', 'ayuda']","['enfermedades', 'salud', 'importante', 'cambio', 'mayor', 'sociedad', '10', 'sigue', 'tiempo', 'mayoría']","['inflamación crónica de bajo grado ¿qué es? ¿qué enfermedades causa y por qué? diabetes--hipotiroidismo-enfermedad cardio y cerebrovascular-enfermedades reumáticas-cáncer. a ler', 'motivia, cormillot y fundación alco se unen para abordar los tratamientos de  y  desde la tecnología la ap utiliza ia para fomentar hábitos de salud en personas con enfermedades crónicas.', 'son considerados factores de riesgo: , diabetes, enfermedades respiratorias y cardíacas crónicas , como hipertensión pulmonar, inmunodeficiencias congénitas o adquiridas, enfermedad oncohematológica, trasplante y/o personas con insuficiencia renal crónica en diálisis']",enfermedades - enfermedad - salud - bajo - importante - alta - cambio - además - mayor - etc,1.0,False
La pija del orto t sacan obeso,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.15530982839902563,False
comete una tostada con huevo y deja de romper las pelotas con la panceta q es pura grasa q queres q seamos todos gordos obesos como los yanquis pelotudo,2,2_comida_comer_come_mala,"['comida', 'comer', 'come', 'mala', 'podes', 'mucha', 'buena', 'comiendo', 'sano', 'grasa']","['comida', 'comer', 'comiendo', 'gordito', 'gusta', 'además', 'puto', 'mucha', 'montón', 'quiere']","['comida', 'comer', 'buena', 'grasa', 'casa', 'chicos', 'pensar', 'dieta', 'gordito', '100']","['justo la  atragantandose con comida!', 'en otra vida fui , si estamos peleados y me hablas de comida, me puede, porque soy así! tan interesada por la comida', 'retiene comida? no la entrega a comedores fantasmas, para que después la vendan en ferias barriales, entendiste,  pute? o preferís un dibujito?']",comida - comer - come - mala - podes - mucha - buena - comiendo - sano - grasa,1.0,False
Semana de la Obesidad en el Hospital de Clínicas. Termina mañana viernes 8 de 8:30 a 11:30 hs. Planta Baja sector A. Chequeo y diagnóstico gratuito. Organiza División Nutrición.,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.8291166954598342,False
"La deficiencia de vitamina D implica un valor inferior a &lt;20 ng/ml. Las embarazadas implican un grupo de atención, por consecuencias en el feto y en la madre respecto al déficit. La edad, el fumar, el sobrepeso y otros se vinculan a la deficiencia.",2,2_comida_comer_come_mala,"['comida', 'comer', 'come', 'mala', 'podes', 'mucha', 'buena', 'comiendo', 'sano', 'grasa']","['comida', 'comer', 'comiendo', 'gordito', 'gusta', 'además', 'puto', 'mucha', 'montón', 'quiere']","['comida', 'comer', 'buena', 'grasa', 'casa', 'chicos', 'pensar', 'dieta', 'gordito', '100']","['justo la  atragantandose con comida!', 'en otra vida fui , si estamos peleados y me hablas de comida, me puede, porque soy así! tan interesada por la comida', 'retiene comida? no la entrega a comedores fantasmas, para que después la vendan en ferias barriales, entendiste,  pute? o preferís un dibujito?']",comida - comer - come - mala - podes - mucha - buena - comiendo - sano - grasa,0.25442192267359076,False
que gorda estúpida por poco no pasa por la puerta la obesa,4,4_quiere_medio_podes_tampoco,"['quiere', 'medio', 'podes', 'tampoco', 'viendo', 'boludo', 'creo', 'cara', 'sé', 'pelotudo']","['siquiera', 'tampoco', 'quiere', 'malo', 'dar', 'querer', 'digo', 'tomar', 'algún', 'hablando']","['tampoco', 'sé', 'pelotudo', 'razón', 'debería', 'malo', 'vergüenza', 'dicen', 'poder', 'cabeza']","['tranqui, nadie quiere ver unas tetas separadas y , saludos', 'que sea  no quiere decir que no entre', 'yo creo q esta mal romantizar la , pero tampoco para el odio. un punto medio tami']",quiere - medio - podes - tampoco - viendo - boludo - creo - cara - sé - pelotudo,0.15293069728951617,False
"no lo voto nadie, gente mayor, jubilados lo fueron a ver y me dijeron ""mezcla todo, los gays con los criminales, los enfermeros con terroristas"". Es un apendice al que Milei aposto, pero ahora se inflamo, no solo por lo obeso insalubre, y hay que dejarlo afuera para que no espante votos. No lo voto nadie.",7,7_milei_ustedes_hablando_tiempo,"['milei', 'ustedes', 'hablando', 'tiempo', 'poder', 'parte', 'ler', 'país', 'sabe', 'pobre']","['puto', 'deja', 'haga', 'quieren', 'hizo', 'mucha', 'anda', 'quiere', 'punto', 'digo']","['ustedes', 'hablando', 'tiempo', 'país', 'pobre', 'cabeza', 'entender', 'meses', 'quieren', 'favor']","['todas las personas que votaron a milei cubren estos requisitos: varón  pelo largo olor a trapo húmedo', 'ajajajaja recién me acordé de las swifties que salieron a decir que no había que votar a milei, ojalá estén bajando de peso ahora las  mórbidas', 'no nabo, era un flaco hasta 2015. el que lo puso  fue macri con caputo, el mismo que ahora está con milei. y todos los gobiernos k hicieron crecer el salario en los primeros 5 meses. adiviná quién es que lo hizo caer más? adivinaste: milei. siguiente estupidez.']",milei - ustedes - hablando - tiempo - poder - parte - ler - país - sabe - pobre,1.0,False
"Agunas aclaraciones: El hígado graso en personas delgadas de origen metabólico, como dice la lista, está relacionado a obesidad visceral. Sigue siendo obesidad o adiposopatía o ABCD en ingles, son cuestiones semánticas. El resto son causas secundarias, son otras enfermedades.",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.6351344440836646,False
JAJAJAJAJAJ TOTALMENTE OBESO,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.38443779319613636,False
Por los Animales y la Ecología: Como afecta la obesidad al organismo,8,8_pobre_bajo_puedo_meses,"['pobre', 'bajo', 'puedo', 'meses', 'comida', 'pq', 'casa', 'veces', 'comer', 'importante']","['malo', 'comer', 'capaz', 'gordito', 'quiero', 'pueden', 'puta', 'algún', 'alguna', 'dar']","['pobre', 'meses', 'casa', 'comer', 'quiero', 'final', 'panza', 'hombre', 'normal', 'obvio']","['que paja ser hombre pq no puedo ser un gato ', 'es importante tener en cuenta que: *no podrán castrarse los animales que estén en celo, tengan sarna, sean , de bajo peso, menores de 6 meses; gatos machos menores de 8 meses y hembras con secreción vulvar.', 'es importante recordar que: *no podrán castrarse los animales que estén en celo, tengan sarna, , de bajo peso, menores de 6 meses, gatos machos menores de 8 meses y hembras con secreción vulvar.']",pobre - bajo - puedo - meses - comida - pq - casa - veces - comer - importante,0.03428099863001765,False
"Lo que pasa es que debes ser una desnutrida, una obesa o una envidiosa que no aguanto ver mujeres más hermosas y exitosas que tú",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.17108198385216788,False
Propone que terminemos muertos por exceso de colesterol . No sabe que en su amado EU el mayor problema de salud es la obesidad por esa dieta. Y no hablemos del costo imposible de pagar para la gran (grandísima) mayoría. Para cuándo el emoji de cucurucho en la frente?,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.48316065087045157,False
me veo obesa dios,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.3770422290054425,False
gordura nivel sali del mostaza y m crucé a la fonte,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.18707642891706278,False
A quien vas a correr vos? obeso morbido,23,23_vas_sabes_vos sos_pelotudo,"['vas', 'sabes', 'vos sos', 'pelotudo', 'tenés', 'haces', 'poder', 'ganas', 'único', 'ustedes']","['haces', 'ustedes', 'querés', 'sabes', 'podes', 'siguen', 'quiere', 'digo', 'ves', 'diga']","['sabes', 'poder', 'madre', 'realidad', 'mina', 'hablar', 'querés', 'atrás', 'espero', 'personal']","['arranquemos primero en como te vas a llamar papo. bah, si le hace honor a su nombre, tremendo .', 'te vas a hacer ', 'como siempre  no entendes nada. si lo único que sabes es criticar y cuando te cierren bien el traste veremos que vas a hacer. como dirías  las pruebas fueron debidamente presentadas']",vas - sabes - vos sos - pelotudo - tenés - haces - poder - ganas - único - ustedes,1.0,False
pero q decís obeso rebalsado,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.2407533339664788,False
"No es la primera vez que escribís contra personas gordas, capaz tengas que resolver algo con ese tema. La obesidad es una enfermedad que socialmente está mal vista, cómo no le va a influir la mirada de los otros? Y en su defecto quién es uno para decir qué te puede influir o no?",1,1_enfermedad_salud_cuerpo_mental,"['enfermedad', 'salud', 'cuerpo', 'mental', 'enfermedades', 'ir', 'muchas', 'comentarios', 'sólo', 'etc']","['enfermedades', 'enfermedad', 'salud', 'sufre', 'culpa', 'mórbido', 'aunque', 'serio', 'dar', 'además']","['mental', 'enfermedades', 'comentarios', 'misma', 'tampoco', 'verdad', 'hablar', 'debería', 'sufre', 'cualquier']","['la  mórbida es enfermedad, igual que la delgadez mórbida', 'sigan negando que la  es una enfermedad', 'porque pone en riesgo la vida de otros y la suya. y que atienda su salud. la  es una enfermedad.']",enfermedad - salud - cuerpo - mental - enfermedades - ir - muchas - comentarios - sólo - etc,0.28252534487658965,False
"Hay tarufas para personas obesas .y en un país asiático están pesando a los pax . ""A ver si se me acomodan ahí en el fondo! Los gordos de canto y los flacos apilados!""",2,2_comida_comer_come_mala,"['comida', 'comer', 'come', 'mala', 'podes', 'mucha', 'buena', 'comiendo', 'sano', 'grasa']","['comida', 'comer', 'comiendo', 'gordito', 'gusta', 'además', 'puto', 'mucha', 'montón', 'quiere']","['comida', 'comer', 'buena', 'grasa', 'casa', 'chicos', 'pensar', 'dieta', 'gordito', '100']","['justo la  atragantandose con comida!', 'en otra vida fui , si estamos peleados y me hablas de comida, me puede, porque soy así! tan interesada por la comida', 'retiene comida? no la entrega a comedores fantasmas, para que después la vendan en ferias barriales, entendiste,  pute? o preferís un dibujito?']",comida - comer - come - mala - podes - mucha - buena - comiendo - sano - grasa,1.0,False
"La gordura y el grunge/Sludge Metal van de la mano, después les explico. PD: nombre de la banda?",-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.5007355729868159,False
Denuncian gordofobia en los comentarios de este video.,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.7460067675972029,False
Juan Manuel De Marco tiene problemas psicológicos y de sobrepeso. No es joda. Hasta denuncias por acoso tiene.,5,5_argentina_país_final_mayoría,"['argentina', 'país', 'final', 'mayoría', 'comida', 'mayor', 'come', 'mucha', 'milei', 'cualquier']","['argentina', 'ganas', 'país', 'siendo', 'mala', 'diciendo', 'misma', 'muchas', 'quieren', 'mórbido']","['argentina', 'país', 'mayoría', 'mayor', 'comer', 'mujer', 'cabeza', 'veo', 'video', '50']","['""la economía argentina es , drogadicta, alcohólica, tiene cáncer y sida"", dijo galperín a the economist', 'marcos galperín hablo sobre la economía argentina el fundador de mercado libre la comparó con un deportista y dijo que ""está , es adicto a las drogas, tiene cáncer, sida, y es alcohólico"".', 'esta mal, argentina es blanca pero con nariz, mexico es un mono, chile es un pasillo y eu es , el meme esta horrible.']",argentina - país - final - mayoría - comida - mayor - come - mucha - milei - cualquier,0.08168205735319936,False
La obesidad debe ser considerada una enfermedad y grave.También los pie planos.Los argentos no sabemos comer y no cuidamos la deformación que produce el mal caminar.,1,1_enfermedad_salud_cuerpo_mental,"['enfermedad', 'salud', 'cuerpo', 'mental', 'enfermedades', 'ir', 'muchas', 'comentarios', 'sólo', 'etc']","['enfermedades', 'enfermedad', 'salud', 'sufre', 'culpa', 'mórbido', 'aunque', 'serio', 'dar', 'además']","['mental', 'enfermedades', 'comentarios', 'misma', 'tampoco', 'verdad', 'hablar', 'debería', 'sufre', 'cualquier']","['la  mórbida es enfermedad, igual que la delgadez mórbida', 'sigan negando que la  es una enfermedad', 'porque pone en riesgo la vida de otros y la suya. y que atienda su salud. la  es una enfermedad.']",enfermedad - salud - cuerpo - mental - enfermedades - ir - muchas - comentarios - sólo - etc,1.0,False
Paola Harwicz (Médica especialista en cardiología y nutrición con orientación en obesidad) Tercer Tiempo,-1,-1_puta_grasa_mujer_asco,"['puta', 'grasa', 'mujer', 'asco', 'tenés', 'mira', 'foto', 'madre', 'comer', 'cara']","['puta', 'quiere', 'misma', 'asco', 'mujer', 'hizo', 'dia', 'anda', 'quieren', 'serio']","['puta', 'grasa', 'asco', 'madre', 'comer', 'salud', 'tampoco', 'dicen', 'pobre', 'dieta']","['después estos hijos de puta lloran  e intolerancia a la lactosa, pero mira el asco que es esto dios mio', 'socialmente el  en el hombre es como aceptable pero él se la mujer no. cámbiale la cara, ahora es una mujer… asi en la foto, que dicen los varones y otras mujeres !', 'jaja en este caso es todo mambo femenino. de cualquier modo si creo que en parte tiene razón, q viene de hace años exigirle (en cierta forma) a la mujer ser flaca. ni idea xq tenemos ese chip en la cabeza, pero ej mi padre acotaba cosas por el  a los 13.15 años.']",puta - grasa - mujer - asco - tenés - mira - foto - madre - comer - cara,0.8291166954598341,False
"y vos sos psicologa o que, anda vos a terapia para q dejes d defender a él caballo obeso de yegua mua",17,17_vos sos_haces_asco_ustedes,"['vos sos', 'haces', 'asco', 'ustedes', 'único', 'sabes', 'cara', 'mórbido', 'mala', 'anda']","['anda', 'haces', 'ustedes', 'querés', 'puto', 'sabes', 'tomar', 'podes', 'asco', 'quieren']","['asco', 'ustedes', 'amiga', 'hdp', 'siquiera', 'fotos', 'gordito', 'vergüenza', 'malo', 'hablar']","['y vos sos psicologa o que, anda vos a terapia para q dejes d defender a él caballo  de yegua mua', 'vos sos el traidor a la patria, mugriento  mórbido. tanto que lo pedís , será algo muy tuyo, balde de', 'ah porque vos sos un adonis,  mórbido marrón y delincuente. inmoral']",vos sos - haces - asco - ustedes - único - sabes - cara - mórbido - mala - anda,0.15338466966242342,False
